disorder_id,name,name_alt1,name_alt2,abbr,gene_sym,hgnc_gene_sym,hgnc_gene_name,ncbi_gene,omim_no,inheritance,treatability,prevalence
1899,"DSPP-related Dentinogenesis imperfecta, Shields type II",Opalescent dentin,Dentinogenesis imperfecta 1,DGI1,DSPP,DSPP,,NA,125490,Autosomal Dominant,no,NA
1900,"DSPP-related Dentinogenesis imperfecta, Shields type III",Brandywine type dentinogenesis imperfecta,NA,DGI-III,DSPP,DSPP,,NA,125500,Autosomal Dominant,no,NA
1901,ECM1-related Lipoid proteinosis of Urbach and Wiethe,NA,NA,NA,ECM1,ECM1,,NA,247100,Autosomal Recessive,no,NA
1902,EFEMP1-related Doyne honeycomb retinal dystrophy,Doyne honeycomb degeneration of retina,Malattia Leventinese,DHRD,EFEMP1,EFEMP1,,NA,126600,Autosomal Dominant,NA,NA
1903,"EFEMP2-related Cutis laxa, autosomal recessive, type 1B",NA,NA,ARCL1B,EFEMP2,EFEMP2,,NA,614437,Autosomal Recessive,no,NA
1904,ELN-related Supravalvular aortic stenosis,SVAS Eisenberg type,NA,SVAS,ELN,ELN,,NA,185500,Autosomal Dominant,no,NA
1905,"ELN-related Cutis laxa, autosomal dominant 1",NA,NA,ADCL1,ELN,ELN,,NA,123700,Autosomal Dominant,no,NA
1906,EYS-related Retinitis pigmentosa 25,NA,NA,RP25,EYS,EYS,,NA,602772,Autosomal Recessive,no,NA
1907,FBLN1-related Synpolydactyly 2,"Synpolydactyly, 3/3’/4, associated with metacarpal and metatarsal synostoses",NA,SPD2,FBLN1,FBLN1,,NA,608180,Autosomal Dominant,no,NA
1908,"FBLN5-related Cutis laxa, autosomal dominant 2",NA,NA,ADCL2,FBLN5,FBLN5,,NA,614434,Autosomal Dominant,no,NA
1909,"FBLN5-related Neuropathy, hereditary, with or without age-related macular degeneration",NA,NA,HNARMD,FBLN5,FBLN5,,NA,608895,Autosomal Dominant,no,NA
1910,FBN1-related Acromicric dysplasia,NA,NA,ACMICD,FBN1,FBN1,,NA,102370,Autosomal Dominant,no,NA
1911,"FBN1-related Ectopia lentis, familial",NA,NA,ECTOL1,FBN1,FBN1,,NA,129600,Autosomal Dominant,NA,NA
1912,FBN1-related Geleophysic dysplasia 2,NA,NA,GPHYSD2,FBN1,FBN1,,NA,614185,Autosomal Dominant,no,NA
1913,FBN1-related Marfan lipodystrophy syndrome,Marfanoid-progeroid-lipodystrophy syndrome,NA,MFLS,FBN1,FBN1,,NA,616914,Autosomal Dominant,no,NA
1914,FBN1-related Marfan syndrome,"Marfan syndrome, type i",NA,MFS,FBN1,FBN1,,NA,154700,Autosomal Dominant,no,NA
1915,FBN1-related MASS syndrome,Overlap connective tissue disease,NA,NA,FBN1,FBN1,,NA,604308,Autosomal Dominant,no,NA
1916,FBN1-related Stiff skin syndrome,NA,NA,SSKS,FBN1,FBN1,,NA,184900,Autosomal Dominant,no,NA
1917,"FBN1-related Weill-Marchesani syndrome 2, dominant",Spherophakia-Brachymorphia Syndrome,"Glaucoma - Lens ectopia - Microspherophakia - Stiffness - Shortness Syndrome, GEMSS",WMS2,FBN1,FBN1,,NA,608328,Autosomal Dominant,no,NA
1918,"FBN2-related Contractural arachnodactyly, congenital","Arthrogryposis, distal, type 9",Beals syndrome,CCA,FBN2,FBN2,,NA,121050,Autosomal Dominant,no,NA
1919,"FBN2-related Macular degeneration, early-onset",NA,NA,EOMD,FBN2,FBN2,,NA,616118,Autosomal Dominant,no,NA
1920,"FGA;FGB;FGG-related Dysﬁbrinogenemia, congenital",NA,NA,NA,FGA;FGB;FGG,FGA;FGB;FGB,,NA,616004,Unknown,NA,NA
1921,FN1-related Glomerulopathy with ﬁbronectin deposits 2,Fibronectin glomerulopathy,NA,GFND2,FN1,FN1,,NA,601894,Autosomal Dominant,no,NA
1922,"FN1-related Spondylometaphyseal dysplasia, corner fracture type","Spondylometaphyseal dysplasia, sutcliffe type",NA,SMDCF,FN1,FN1,,NA,184255,Autosomal Dominant,no,NA
1923,FRAS1-related Fraser syndrome 1,Cryptophthalmos-syndactyly syndrome,NA,FRASRS1,FRAS1,FRAS1,,NA,219000,Autosomal Recessive,no,NA
1924,GLDN-related Lethal congenital contracture syndrome 11,NA,NA,LCCS11,GLDN,GLDN,,NA,617194,Autosomal Recessive,no,NA
1925,"HMCN1-related Macular degeneration, age-related, 1",NA,NA,ARMD1,HMCN1,HMCN1,,NA,603075,Autosomal Dominant,no,NA
1926,IGFALS- related Acid-labile subunit deﬁciency,NA,NA,ACLSD,IGFALS,IGFALS,,NA,615961,Autosomal Recessive,yes,NA
1927,IGFBP7-related Retinal arterial macroaneurysm with supravalvular pulmonic stenosis,NA,NA,RAMSVPS,IGFBP7,IGFBP7,,NA,614224,Autosomal Recessive,yes,NA
1928,ANOS1-related Hypogonadotropic hypogonadism 1 with or without anosmia,Kallmann syndrome 1,NA,HH1,ANOS1,ANOS1,,NA,308700,X-linked-R (XLR),no,NA
1929,LAMA1-related Poretti–Boltshauser syndrome,NA,NA,PTBHS,LAMA1,LAMA1,,NA,615960,Autosomal Recessive,no,NA
1930,"LAMA2-related Muscular dystrophy, congenital merosin-deﬁcient, 1A",NA,NA,MDC1A,LAMA2,LAMA2,,NA,607855,Autosomal Recessive,no,NA
1931,"LAMA3-related Epidermolysis bullosa, junctional 2B, severe","Epidermolysis bullosa, junctional 2B, generalized severe","Epidermolysis bullosa, junctional, herlitz type",NA,LAMA3,LAMA3,,NA,619784,Autosomal Recessive,no,NA
1932,"LAMA4-related Cardiomyopathy, dilated, 1",NA,NA,CMD1JJ,LAMA4,LAMA4,,NA,615235,Autosomal Dominant,NA,NA
1933,LAMB1-related Lissencephaly 5,NA,NA,LIS5,LAMB1,LAMB1,,NA,615191,Autosomal Recessive,no,NA
1934,LAMB2-related Pierson syndrome,Microcoria-congenital nephrotic syndrome,NA,PIERS,LAMB2,LAMB2,,NA,609049,Autosomal Recessive,no,NA
1935,"LAMB2-related Nephrotic syndrome, type 5, with or without ocular abnormalities",NA,NA,NPHS5,LAMB2,LAMB2,,NA,614199,Autosomal Recessive,no,NA
1936,"LAMB3-related Epidermolysis bullosa, junctional 1A, intermediate","Epidermolysis bullosa, junctional, non-herlitz type",NA,JEB1A,LAMB3,LAMB3,,NA,226650,Autosomal Recessive,no,NA
1937,"LAMC3-related Cortical malformations, occipital",NA,NA,OCCM,LAMC3,LAMC3,,NA,614115,Autosomal Recessive,no,NA
1938,"LGI4-related Arthrogryposis multiplex congenita, neurogenic, with myelin defect",NA,NA,AMC1,LGI4,LGI4,,NA,617468,Autosomal Recessive,no,NA
1939,"LGI1-related Epilepsy, familial temporal lobe, 1",NA,NA,NA,LGI1,LGI1,,NA,600512,Autosomal Dominant,NA,NA
1940,"LTBP2-related Weill-Marchesani syndrome 3, recessive",NA,NA,WMS3,LTBP2,LTBP2,,NA,614819,Autosomal Recessive,no,NA
1941,"LTBP2-related Glaucoma 3, primary congenital, D",NA,NA,GLC3D,LTBP2,LTBP2,,NA,613086,Unknown,no,NA
1942,"LTBP2-related Microspherophakia and/or megalocornea, with ectopia lentis and with or without secondary glaucoma",NA,NA,MSPKA,LTBP2,LTBP2,,NA,251750,Autosomal Recessive,no,NA
1943,LTBP3-related Dental anomalies and short stature,Verloes-Bourguignon syndrome,Platyspondyly with amelogenesis imperfecta,DASS,LTBP3,LTBP3,,NA,601216,Autosomal Recessive,no,NA
1944,LTBP3-related Geleophysic dysplasia 3,NA,NA,GPHYSD3,LTBP3,LTBP3,,NA,617809,Autosomal Dominant,no,NA
1945,"LTBP4-related Cutis laxa, autosomal recessive, type IC",Urban-Rifkin-Davis syndrome,"Cutis laxa with severe pulmonary, gastrointestinal, and urinary abnormalities",ARCL1C,LTBP4,LTBP4,,NA,613177,Autosomal Recessive,no,NA
1946,"MATN3-related Spondyloepimetaphyseal dysplasia, Borochowitz-Cormier-Daire type","Spondyloepimetaphyseal dysplasia, Matrilin-3 related",NA,SEMDBCD,MATN3,MATN3,,NA,608728,Autosomal Recessive,no,NA
1947,"MATN3-related Epiphyseal dysplasia, multiple, 5","Multiple epiphyseal dysplasia, MATN3-related","Microepiphyseal dysplasia, bilateral hereditary",EDM5,MATN3,MATN3,,NA,607078,Autosomal Dominant,no,NA
1948,"MFAP5-related Aortic aneurysm, familial thoracic 9",NA,NA,AAT9,MFAP5,MFAP5,,NA,616166,Autosomal Dominant,NA,NA
1949,MGP-related Keutel syndrome,"Pulmonic stenosis, brachytelephalangism, and calcification of cartilages",NA,KTLS,MGP,MGP,,NA,245150,Autosomal Recessive,no,NA
1950,"OTOG-related Deafness, autosomal recessive 18B",NA,NA,DFNB18B,OTOG,OTOG,,NA,614945,Autosomal Recessive,no,NA
1951,PXDN-related Anterior segment dysgenesis 7,Corneal opacification with other ocular anomalies,Sclerocornea with other ocular anomalies,ASGD7,PXDN,PXDN,,NA,269400,Autosomal Recessive,no,NA
1952,RELN-related Lissencephaly 2 (Norman-Roberts type),Norman-Roberts syndrome,NA,LIS2,RELN,RELN,,NA,257320,Autosomal Recessive,no,NA
1953,"RELN-related Epilepsy, familial temporal lobe, 7",NA,NA,ETL7,RELN,RELN,,NA,616436,Autosomal Dominant,NA,NA
1954,"RSPO1-related Palmoplantar hyperkeratosis with squamous cell carcinoma of skin and 46,XX sex reversal",NA,NA,NA,RSPO1,RSPO1,,NA,610644,Autosomal Recessive,no,NA
1955,TRSPO2-related Tetraamelia syndrome 2,Tetraamelia syndrome 2 with pulmonary agenesis,NA,TETAMS2,RSPO2,RSPO2,,NA,618021,Autosomal Recessive,no,NA
1956,"RSPO4-related Nail disorder, nonsyndromic congenital, 4",Anonychia congenita,NA,NDNC4,RSPO4,RSPO4,,NA,206800,Autosomal Recessive,no,NA
1957,SMOC1-related Microphthalmia with limb anomalies,Waardenburg anophthalmia syndrome,Anophthalmia-syndactyly,MLA,SMOC1,SMOC1,,NA,206920,Autosomal Recessive,no,NA
1958,"SMOC2-related Dentin dysplasia, type I",Rootless teeth,Radicular dentin dysplasia,DTDP1,SMOC2,SMOC2,,NA,125400,Autosomal Recessive,no,NA
1959,"SRPX2-related Rolandic epilepsy, mental retardation, and speech dyspraxia",NA,NA,RESDX,SRPX2,SRPX2,,NA,300643,X-linked,no,NA
1960,"TECTA-related Deafness, autosomal dominant 8/12",NA,NA,DFNA12,TECTA,TECTA,,NA,601543,Autosomal Dominant,no,NA
1961,"TECTA-related Deafness, autosomal recessive 21",NA,NA,DFNB21,TECTA,TECTA,,NA,603629,Autosomal Recessive,no,NA
1962,"TGFBI-related Corneal dystrophy, Avellino type",Combined granular-lattice corneal dystrophy,NA,CDA,TGFBI,TGFBI,,NA,607541,Autosomal Dominant,NA,NA
1963,"TGFBI-related Corneal dystrophy, epithelial basement membrane",Cogan corneal dystrophy,"Corneal dystrophy, microcystic",EBMD,TGFBI,TGFBI,,NA,121820,Autosomal Dominant,NA,NA
1964,"TGFBI-related Corneal dystrophy, Groenouw type I","Granular corneal dystrophy, type I","Corneal dystrophy, punctate or nodular",CDGG1,TGFBI,TGFBI,,NA,121900,Autosomal Dominant,NA,NA
1965,"TGFBI-related Corneal dystrophy, lattice type I","Lattice corneal dystrophy, type I",NA,CDL1,TGFBI,TGFBI,,NA,122200,Autosomal Dominant,NA,NA
1966,"TGFBI-related Corneal dystrophy, lattice type IIIA","Lattice corneal dystrophy, type IIIA",NA,CDL3A,TGFBI,TGFBI,,NA,608471,Autosomal Dominant,NA,NA
1967,"TGFBI-related Corneal dystrophy, Reis-Bucklers type","Corneal dystrophy of Bowman layer, type I","Corneal dystrophy, geographic",CDRB,TGFBI,TGFBI,,NA,608470,Autosomal Dominant,NA,NA
1968,"TGFBI-related Corneal dystrophy, Thiel-Behnke type","Corneal dystrophy of Bowman layer, type II",NA,CDTB,TGFBI,TGFBI,,NA,602082,Autosomal Dominant,NA,NA
1969,"TNXB-related Ehlers-Danlos syndrome, classic-like, 1",Ehlers-Danlos syndrome due to Tenascin-X deficiency,NA,EDSCLL,TNXB,TNXB,,NA,606408,Autosomal Recessive,no,NA
1970,TNXB-related Vesicoureteral reflux 8,NA,NA,VUR8,TNXB,TNXB,,NA,615963,Autosomal Dominant,NA,NA
1971,"TSPEAR-related Deafness, autosomal recessive 98",NA,NA,DFNB98,TSPEAR,TSPEAR,,NA,614861,Autosomal Recessive,no,NA
1972,"TSPEAR-related Ectodermal dysplasia 14, hair/tooth type with or without hypohidrosis",NA,NA,ECTD14,TSPEAR,TSPEAR,,NA,618180,Autosomal Recessive,no,NA
1973,"VWA3B-related Spinocerebellar ataxia, autosomal recessive 22",NA,NA,SCAR22,VWA3B,VWA3B,,NA,616948,Autosomal Recessive,no,NA
1974,"VWF-related von Willebrand disease, type 3",NA,NA,VWD3,VWF,VWF,,NA,277480,Autosomal Recessive,yes,NA
1975,"VWF-related von Willebrand disease, type 1",NA,NA,VWD1,VWF,VWF,,NA,193400,Autosomal Dominant,yes,NA
1976,"VWF-related von Willebrand disease, types 2A, 2B, 2M, and 2N",NA,NA,VWD2,VWF,VWF,,NA,613554,"Autosomal Dominant, Autosomal Recessive",yes,NA
1977,"CCN6-related Arthropathy, progressive pseudorheumatoid, of childhood",Progressive pseudorheumatoid arthropathy of childhood,Spondyloepiphyseal dysplasia tarda with progressive arthropathy,VWD2,CCN6,CCN6,,NA,208230,Autosomal Recessive,no,NA
1978,ZP1-related Oocyte maturation defect 1,Oocyte/zygote/embryo maturation arrest 1,NA,OOMD1,ZP1,ZP1,,NA,615774,Autosomal Recessive,no,NA
1979,ZP3-related Oocyte maturation defect 3,Oocyte/zygote/embryo maturation arrest 3,NA,OOMD3,ZP3,ZP3,,NA,617712,Autosomal Dominant,no,NA
1980,"ACTA2-related Aortic aneurysm, familial thoracic 6",Familial thoracic aortic aneurysm with livedo reticularis and iris flocculi,NA,AAT6,ACTA2,ACTA2,,NA,611788,Autosomal Dominant,no,NA
1981,ACTA2-related Moyamoya disease 5,NA,NA,MYMY5,ACTA2,ACTA2,,NA,614042,Autosomal Dominant,no,NA
1982,ACTA2-related Multisystemic smooth muscle dysfunction syndrome,Smooth muscle dysfunction syndrome,"Mydriasis, congenital, with patent ductus arteriosus, thoracic aortic aneurysm, and vasculopathy",MSMDS,ACTA2,ACTA2,,NA,613834,Autosomal Dominant,no,NA
1983,ADAMTS10-related Weill-Marchesani Syndrome,"Weill-Marchesani Syndrome, autosomal recessive",Spherophakia-brachymorphia syndrome,WMS1,ADAMTS10,ADAMTS10,,NA,277600,Autosomal Recessive,no,NA
1984,"ADAMTS2-related Ehlers-Danlos syndrome, dermatosparaxis type",Dermatosparaxis,"Ehlers-Danlos syndrome, Type VII, autosomal recessive",EDSDERMS,ADAMTS2,ADAMTS2,,NA,225410,Autosomal Recessive,no,NA
1985,ADAMTSL4-related Ectopia lentis et pupillae,Ectopia lentis with ectopia of pupil,NA,NA,ADAMTSL4,ADAMTSL4,,NA,225200,Autosomal Recessive,no,NA
1986,"ADAMTSL4-related Ectopia lentis, isolated, autosomal recessive","Ectopia lentis 2, isolated, autosomal recessive",NA,ECTOL2,ADAMTSL4,ADAMTSL4,,NA,225100,Autosomal Recessive,NA,NA
1987,FGFR3-related CATSHL Syndrome,"Camptodactyly, tall stature, and hearing loss syndrome",NA,CATSHLS,FGFR3,FGFR3,,NA,610474,"Autosomal Dominant, Autosomal Recessive",no,NA
1988,FMR1-related Fragile-X Syndrome,Martin-Bell Syndrome,Marker X Syndrome,FXS,FMR1,FMR1,,NA,300624,X-linked-D (XLD),no,NA
1989,MED12-related Lujan-Fryns syndrome,"Intellectual developmental disorder, x-linked, syndromic, lujan-fryns type","Mental retardation, X-linked, with marfanoid habitus, 1",MRXSLF,MED12,MED12,,NA,309520,X-linked-R (XLR),no,NA
1990,"MED12-related Ohdo syndrome, X-linked","Blepharophimosis-mental retardation syndrome, Maat-Kievit-Brunner type",NA,OHDOX,MED12,MED12,,NA,300895,X-linked-R (XLR),no,NA
1991,MED12-related Opitz-Kaveggia syndrome,FG syndrome 1,"Mental retardation, large head, imperforate anus, congenital hypotonia, and partial genesis of the corpus callosum",OKS,MED12,MED12,,NA,305450,X-linked-R (XLR),no,NA
1992,NOTCH1-related Aortic valve disease 1,Bicuspid aortic valve,NA,AOVD1,NOTCH1,NOTCH1,,NA,109730,Autosomal Dominant,NA,NA
1993,NOTCH1-related Adams-Oliver syndrome 5,NA,NA,AOS5,NOTCH1,NOTCH1,,NA,616028,Autosomal Dominant,no,NA
1994,"MYH11-related Aortic aneurysm, familial thoracic 4",Aortic aneurysm/aortic dissection and patent ductus arteriosus,FAA4,AAT4,MYH11,MYH11,,NA,132900,Autosomal Dominant,no,NA
1995,MYH11-related Megacystis-microcolon-intestinal hypoperistalsis syndrome 2,NA,NA,MMIHS2,MYH11,MYH11,,NA,619351,Autosomal Recessive,no,NA
1996,MYH11-related Visceral myopathy 2,NA,NA,VSCM2,MYH11,MYH11,,NA,619350,Autosomal Dominant,no,NA
1997,"PLOD1;FKBP14-related Ehlers-Danlos, Kyphoscoliotic",NA,NA,EDSKSCL1;EDSKSCL2,PLOD1;FKBP14,PLOD1;FKBP14,,NA,225400;614557,Autosomal Recessive,no,NA
1998,"PLOD3-related Procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3 deficiency","Bone fragility with contractures, arterial rupture, and deafness",BCARD Syndrome,LH3D,PLOD3,PLOD3,,NA,612394,Autosomal Recessive,no,NA
1999,"TGFB1-related Inflammatory bowel disease, immunodeficiency, and encephalopathy",NA,NA,IBDIMDE,TGFB1,TGFB1,,NA,618213,Autosomal Recessive,no,NA
2000,TGFB1-related Camurati-Engelmann Disease,Progressive diaphyseal dysplasia,NA,CAEND,TGFB1,TGFB1,,NA,131300,Autosomal Dominant,no,NA
2001,"TGFBR2-related Loeys-Dietz syndrome, type 2","Aortic Aneurysm, Familial thoracic 3",NA,LDS2,TGFBR2,TGFBR2,,NA,610168,Autosomal Dominant,no,NA
2002,"TGFBR1-related Loeys-Dietz syndrome, type 1",NA,NA,LDS1,TGFBR1,TGFBR1,,NA,609192,Autosomal Dominant,no,NA
2003,"UPF3B-related Intellectual developmental disorder, X-linked, syndromic 14","Mental retardation, X-linked, Syndromic 14",NA,MRXS14,UPF3B,UPF3B,,NA,300676,X-linked-R (XLR),no,NA
2004,HK1-related Neurodevelopmental disorder with visual defects and brain anomalies,NA,NA,NEDVIBA,HK1,HK1,,NA,618547,Autosomal Dominant,unknown,NA
2005,SLC16A2-related Monocarboxylate transporter 8 deficiency,Allan-Herndon-Dudley syndrome,NA,AHDS,SLC16A2,SLC16A2,,NA,300523,X-linked-D (XLD),yes,NA
2006,RYR1-related King-Denborough syndrome,NA,NA,KDS,RYR1,RYR1,,NA,619542,Autosomal Dominant,NA,NA
2007,RYR1-related Minicore myopathy with external ophthalmoplegia,NA,NA,KDS,RYR1,RYR1,,NA,255320,Autosomal Recessive,NA,NA
2008,AP1G1-related Usmani-Riazuddin syndrome,NA,NA,USRISD,AP1G1,AP1G1,,NA,619467,Autosomal Dominant,NA,NA
2009,"VPS50-related Neurodevelopmental disorder with microcephaly, seizures, and neonatal cholestasis",NA,NA,NEDMSC,VPS50,VPS50,,NA,619685,Unknown,NA,NA
2010,GRIK2-related Intellectual developmental disorder,NA,NA,MRT6,GRIK2,GRIK2,,NA,611092,Autosomal Recessive,NA,NA
2011,GRIK2-related Neurodevelopmental disorder with impaired language and ataxia and with or without seizures,NA,NA,MRT6,GRIK2,GRIK2,,NA,619580,Autosomal Dominant,NA,NA
2012,"NUP133-related Nephrotic syndrome, type 18",NA,NA,NPHS18,NUP133,NUP133,,NA,618177,Autosomal Recessive,NA,NA
2013,"NUP107-related Nephrotic syndrome, type 11",Galloway-Mowat syndrome-7,NA,NPHS18; GAMOS7,NUP107,NUP107,,NA,618177;618348,Autosomal Recessive,NA,NA
2014,SLIRP-related SRA Stem-loop interacting RNA binding protein deficiency,SLIRP deficiency,NA,SLIRP,SLIRP,SLIRP,,NA,610211,Autosomal Recessive,NA,NA
2015,IMPDH2-related IMP dehydrogenase 2 deficiency,NA,NA,IMPDH2,IMPDH2,IMPDH2,,NA,146691,Autosomal Dominant,NA,NA
2016,OGDHL-related Oxoglutarate dehydrogenase-like protein deficiency,NA,NA,NA,OGDHL,OGDHL,,NA,617513,Autosomal Recessive,NA,NA
2017,ARSK-related Arylsulfatase K deficiency,NA,NA,NA,ARSK,ARSK,,NA,610011,Autosomal Recessive,NA,NA
2018,ABHD16A-related Phosphatidylserine lipase deficiency ABHD16A,Hereditary spastic paraplegia ABHD16A,NA,ABHD16A,ABHD16A,ABHD16A,,NA,142620,Autosomal Recessive,NA,NA
2019,LTV1-related Low temperature viability protein 1 deficiency,Poikiloderma-like disorder LTV1,NA,NA,LTV1,LTV1,,NA,NA,Autosomal Recessive,NA,NA
2020,SLC26A6-related Hyperoxaluria and nephrolithiasis,Enteric hyperoxaluria and nephrolithiasis,NA,NA,SLC26A6,SLC26A6,,NA,610068,Autosomal Dominant,NA,NA
2021,CRLS1-related Cardiolipin synthase 1 deficiency,NA,NA,NA,CRLS1,CRLS1,,NA,608188,Autosomal Recessive,NA,NA
2022,"PLCH1-related Phospholipase C, ETA-1 deficiency",NA,NA,NA,PLCH1,PLCH1,,NA,612835,Autosomal Recessive,NA,NA
2023,"MAN2C1-related Mannosidase, alpha, class 2C, member 1 deficiency",Congenital disorder of deglycosylation 2,NA,CDDG2,MAN2C1,MAN2C1,,NA,619775,Autosomal Recessive,NA,NA
2024,THUMPD1-related disorder,NA,NA,NA,THUMPD1,THUMPD1,,NA,616662,NA,NA,NA
2025,CAMLG-related CDG,NA,NA,NA,CAMLG,CAMLG,,NA,601118,Autosomal Recessive,NA,NA
2026,GET4-related CDG,NA,NA,NA,GET4,GET4,,NA,612056,Autosomal Recessive,NA,NA
2027,GET3-related CDG,NA,NA,NA,GET3,GET3,,NA,601913,Autosomal Recessive,NA,NA
2028,"CTU2-related Microcephaly, facial dysmorphism, renal agenesis, and ambiguous genitalia syndrome",NA,NA,MFRG,CTU2,CTU2,,NA,618142,Autosomal Recessive,NA,NA
2029,PIK3CG-related Immunodeficiency 97 with autoinflammation,NA,NA,IMD97,PIK3CG,PIK3CG,,NA,619802,Autosomal Recessive,NA,NA
2030,"PDHA2-related Pyruvate dehydrogenase, alpha-2 deficiency",NA,NA,SPGF70,PDHA2,PDHA2,,NA,619828,Autosomal Recessive,NA,NA
2031,"GLRA2-related Intellectual developmental disorder, X-linked, syndromic, Pilorge type",NA,NA,MRXSP,GLRA2,GLRA2,,NA,301076,X-linked,NA,NA
2032,"FBP2-related Leukodystrophy, childhood-onset, remitting",NA,NA,CORLK,FBP2,FBP2,,NA,619864,Autosomal Dominant,NA,NA
2033,SLC38A3-related Developmental and epileptic encephalopathy 102,NA,NA,DEE102,SLC38A3,SLC38A3,,NA,619881,Autosomal Recessive,NA,NA
2034,NR4A2-related Intellectual developmental disorder with language impairment and early-onset DOPA-responsive dystonia-parkinsonism,NA,NA,IDLDP,NR4A2,NR4A2,,NA,619911,Autosomal Dominant,NA,NA
2035,SHQ1-related  Neurodevelopmental disorder with dystonia and seizures,Neurodevelopmental disorder with dystonia and seizures,NA,NEDDS,SHQ1,SHQ1,,NA,619922,Autosomal Recessive,NA,NA
2037,TAMM41-related Mitochondrial cytidine diphosphate-diacylglycerol synthase deficiency,TAMM41 deficiency,NA,NA,TAMM41,TAMM41,,NA,614948,Autosomal Recessive,NA,NA
2038,RAF5IF-related Skeletal anomalies and mental retardation syndrome,Skeletal anomalies and mental retardation syndrome (RAF5IF),NA,NA,RAB5IF,RAB5IF,,NA,616994,Autosomal Recessive,NA,NA
2039,NUP62-related Nucleoporin 62 deficiency,"Striatonigral degeneration, infantile (NUP62)",NA,SNDI,NUP62,NUP62,,NA,271930,Autosomal Recessive,NA,NA
2040,SLC31A1-related High-affinity copper transporter (CTR1) deficiency,NA,NA,NA,SLC31A1,SLC31A1,,NA,603085,Autosomal Recessive,NA,NA
2041,C18ORF32-related Neurodevelopmental disorder-CDG,Neurodevelopmental disorder with hypotonia and contractures due to C18orf32 loss‑of‑function,Glycosylphosphatidylinositol biosynthesis defect 25,NA,C18ORF32,C18ORF32,,NA,619985,Autosomal Recessive,NA,NA
2042,ALG5-related Dolichyl-phosphate beta-glucosyltransferase deficiency-CDG,Atypical polycystic kidney disease and interstitial fibrosis,NA,NA,ALG5,ALG5,,NA,604565,Autosomal Dominant,NA,NA
2043,TYMS-related Thymidylate synthase deficiency,Dyskeratosis congenita TYMS,NA,NA,TYMS,TYMS,,NA,188350,Autosomal Dominant,NA,NA
2044,LETM1-related Leucine zipper/EF-hand-containing transmembrane protein 1  deficiency,NA,NA,NA,LETM1,LETM1,,NA,NA,Autosomal Recessive,NA,NA
2045,"CHKA-rerlated Choline kinase, alpha deficiency","Neurodevelopmental disorder with microcephaly, movement abnormalities, and seizures	CHKA",NA,NA,CHKA,CHKA,,NA,620023,Autosomal Recessive,NA,NA
2046,ATP11A-related Phospholipid flippase deficiency,"Non-syndromic deafness, autosomal dominant 84",NA,NA,ATP11A,ATP11A,,NA,619810,Autosomal Dominant,NA,NA
2047,COX11-related Cytochrome c oxidase copper chaperone 11 deficiency,Infantile‐onset mitochondrial encephalopathy,NA,NA,COX11,COX11,,NA,603648,Autosomal Recessive,NA,NA
